ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat,n_stay,n_swerve,n_total,stay_prob,swerve_prob
222czkHw7guztbtsn,-1619630329_136660836224773.0,136660836224773,13,0,0,0,1,Fat,Fitness,Fitness,Fit,Fat,0,1,0,1,Desktop,1,1,RUS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222czkHw7guztbtsn,-1619630329_136660836224773.0,136660836224773,13,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0,1,0,0,Desktop,1,0,RUS,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222dLZk9mHDCcaohv,-2091969527_8262638816177890.0,8262638816177890,7,0,0,0,1,Old,Age,Age,Young,Old,0,1,0,0,Mobile,0,0,NLD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222dLZk9mHDCcaohv,-2091969527_8262638816177890.0,8262638816177890,7,1,0,1,0,Young,Age,Age,Young,Old,0,1,0,1,Mobile,0,1,NLD,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222dMaG2vb5QB5mSA,1604846764_2299240115.0,2299240115,12,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,4,1,,,,USA,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0.0,1.0
222dMaG2vb5QB5mSA,1604846764_2299240115.0,2299240115,12,1,1,0,1,Less,Utilitarian,Utilitarian,More,Less,1,1,4,0,,,,USA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.0,1.0
222dTAcKvnxBWoKHd,405610652_1866483508770298.0,1866483508770300,5,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Desktop,1,1,TWN,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.0,0.0
222dTAcKvnxBWoKHd,405610652_1866483508770298.0,1866483508770300,5,1,1,0,1,More,Utilitarian,Utilitarian,More,Less,0,5,2,1,Desktop,1,0,TWN,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,1.0,0.0
222dZwp7jYt7FrkfQ,781757349_7305361930957958.0,7305361930957960,13,0,1,0,0,Male,Gender,Gender,Male,Female,1,1,0,0,Mobile,0,1,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222dZwp7jYt7FrkfQ,781757349_7305361930957958.0,7305361930957960,13,1,1,0,0,Female,Gender,Gender,Male,Female,1,1,0,1,Mobile,0,0,USA,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222dr9spcigStaqwh,-118365247_3239179432.0,3239179432,2,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,2,3,1,,,,POL,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222dr9spcigStaqwh,-118365247_3239179432.0,3239179432,2,1,0,0,2,More,Utilitarian,Utilitarian,More,Less,0,5,3,0,,,,POL,0.0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,1.0
222eXyoNew3yhozFZ,-2143395746_5897031988670582.0,5897031988670580,9,0,1,0,0,Female,Gender,Gender,Male,Female,0,3,0,1,Desktop,1,1,GBR,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0,1.0
222eXyoNew3yhozFZ,-2143395746_5897031988670582.0,5897031988670580,9,1,1,0,0,Male,Gender,Gender,Male,Female,0,3,0,0,Desktop,1,0,GBR,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0.0,1.0
222equC8ZptNyb6Tg,-745963420_9590349094911780.0,9590349094911780,8,0,1,0,1,Less,Utilitarian,Utilitarian,More,Less,0,2,3,1,Desktop,0,0,ABW,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222equC8ZptNyb6Tg,-745963420_9590349094911780.0,9590349094911780,8,1,1,0,2,More,Utilitarian,Utilitarian,More,Less,0,5,3,0,Desktop,0,1,ABW,0.0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222fAoTHX5JKefgLJ,1230755694_1777229206,1777229206,2,0,0,1,0,Rand,Random,Random,,,,5,1,1,Desktop,1,1,FRA,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0.0,1.0
222fAoTHX5JKefgLJ,1230755694_1777229206,1777229206,2,1,0,0,2,Rand,Random,Random,,,,4,1,0,Desktop,0,0,FRA,0.0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222fB8YJGZ3iWx6EJ,711281267_4128144857.0,4128144857,13,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Desktop,0,0,DEU,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222fB8YJGZ3iWx6EJ,711281267_4128144857.0,4128144857,13,1,1,0,0,More,Utilitarian,Utilitarian,More,Less,0,5,4,1,Desktop,0,1,DEU,0.0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1.0,0.0
222fFAwQ358ByGg3C,658915092_1923873258,1923873258,12,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1,3,0,0,,,,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1.0,0.0
222fFAwQ358ByGg3C,658915092_1923873258,1923873258,12,1,0,0,0,Fat,Fitness,Fitness,Fit,Fat,1,3,0,1,,,,FRA,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222fXTmjrmjJx8k4r,-1557594743_796056206714226.0,796056206714226,9,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0,4,0,0,Desktop,0,1,AUS,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222fXTmjrmjJx8k4r,-1557594743_796056206714226.0,796056206714226,9,1,0,0,0,Fit,Fitness,Fitness,Fit,Fat,0,4,0,1,Desktop,0,0,AUS,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.0,0.0
222fc9RoPgCL3uYD9,1536453133_3298024462.0,3298024462,13,0,0,0,0,Female,Gender,Gender,Male,Female,0,2,0,1,Mobile,0,0,FRA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,1.0
222fc9RoPgCL3uYD9,1536453133_3298024462.0,3298024462,13,1,0,1,0,Male,Gender,Gender,Male,Female,0,2,0,0,Mobile,0,1,FRA,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.0,1.0
222feB2SwrK38C5be,546506750_9988624123932244.0,9988624123932250,6,0,1,0,0,Rand,Fitness,Random,,,,1,0,0,Desktop,0,1,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1.0,0.0
222feB2SwrK38C5be,546506750_9988624123932244.0,9988624123932250,6,1,1,0,0,Rand,Fitness,Random,,,,1,0,1,Desktop,0,0,ITA,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1.0,0.0
222fkCAzoe6MAnMsP,-624226515_2260272466.0,2260272466,13,0,0,0,0,Female,Gender,Gender,Male,Female,0,1,0,1,Desktop,0,0,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,1.0
222fkCAzoe6MAnMsP,-624226515_2260272466.0,2260272466,13,1,0,1,0,Male,Gender,Gender,Male,Female,0,1,0,0,Desktop,0,1,NLD,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222fmrcSZpRW5m2wL,-1102357402_938186460,938186460,5,0,0,0,0,Female,Gender,Gender,Male,Female,0,1,0,1,Desktop,0,0,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0,1.0
222fmrcSZpRW5m2wL,-1102357402_938186460,938186460,5,1,0,1,0,Male,Gender,Gender,Male,Female,0,1,0,0,Desktop,0,1,NZL,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0,1.0
222fz5E3MFQvBQGkA,826835529_191366202725697.0,191366202725697,13,0,0,0,2,Old,Age,Age,Young,Old,0,5,0,0,Desktop,0,1,FRA,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222fz5E3MFQvBQGkA,826835529_191366202725697.0,191366202725697,13,1,0,1,0,Young,Age,Age,Young,Old,0,5,0,1,Desktop,0,0,FRA,1.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222g3q4kdyJHhrfbs,581184597_3484079826.0,3484079826,9,0,0,0,0,Young,Age,Age,Young,Old,1,4,0,1,Desktop,0,0,ITA,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222g3q4kdyJHhrfbs,581184597_3484079826.0,3484079826,9,1,0,1,0,Old,Age,Age,Young,Old,1,4,0,0,Desktop,0,1,ITA,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222g6fjY7f2F9rQzv,803846034_6105316564232371.0,6105316564232370,2,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1,1,0,1,Desktop,1,0,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222g6fjY7f2F9rQzv,803846034_6105316564232371.0,6105316564232370,2,1,0,0,1,Fat,Fitness,Fitness,Fit,Fat,1,1,0,0,Desktop,1,1,USA,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222gAqkWKFFuP5mLY,1107657372_2853917854.0,2853917854,12,0,0,1,0,Female,Gender,Gender,Male,Female,0,5,0,1,Desktop,1,0,TWN,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,1.0
222gAqkWKFFuP5mLY,1107657372_2853917854.0,2853917854,12,1,0,0,2,Male,Gender,Gender,Male,Female,0,5,0,0,Desktop,1,1,TWN,2.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0.0,1.0
222gT8nZEqcE952La,-1820771242_7167487371342578.0,7167487371342580,5,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1,3,0,0,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1.0,0.0
222gT8nZEqcE952La,-1820771242_7167487371342578.0,7167487371342580,5,1,0,0,2,Fat,Fitness,Fitness,Fit,Fat,1,3,0,1,Desktop,1,1,USA,1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222gvYFz5evhk9deb,-2127359060_2466019798.0,2466019798,4,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0,2,0,0,Desktop,0,0,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1.0,0.0
222gvYFz5evhk9deb,-2127359060_2466019798.0,2466019798,4,1,0,0,0,Hoomans,Species,Species,Hoomans,Pets,0,2,0,1,Desktop,0,1,FRA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1.0,0.0
222hBb5dYsezwuYwe,-1466070995_7372677452290659.0,7372677452290660,10,0,0,0,1,Female,Gender,Gender,Male,Female,0,4,0,1,Mobile,0,0,ESP,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0.0,1.0
222hBb5dYsezwuYwe,-1466070995_7372677452290659.0,7372677452290660,10,1,0,1,0,Male,Gender,Gender,Male,Female,0,4,0,0,Mobile,0,1,ESP,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0.0,1.0
222hFNvYepGPKxPcH,1504336865_3179502013.0,3179502013,6,0,1,0,2,Rand,Random,Random,,,,5,1,0,Desktop,1,1,USA,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1.0,0.0
222hFNvYepGPKxPcH,1504336865_3179502013.0,3179502013,6,1,1,0,1,Rand,Random,Random,,,,4,1,1,Desktop,1,0,USA,0.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222hZQPMxvqw3p5Ri,-576959902_7135627523356902.0,7135627523356900,12,0,0,0,1,Hoomans,Species,Species,Hoomans,Pets,1,3,0,1,Desktop,1,1,USA,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222hZQPMxvqw3p5Ri,-576959902_7135627523356902.0,7135627523356900,12,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1,3,0,0,Desktop,1,0,USA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0.0,1.0
222i6CM6HwCy3vqfF,-1158732194_9449247561736252.0,9449247561736250,1,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0,5,0,0,Mobile,0,1,CHE,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222i6CM6HwCy3vqfF,-1158732194_9449247561736252.0,9449247561736250,1,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0,5,0,1,Mobile,0,0,CHE,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,1.0,0.0
222iRjPbs6HEX7Xgq,1483148464_8360329253411141.0,8360329253411140,2,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1,3,0,1,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0.0,1.0
222iRjPbs6HEX7Xgq,1483148464_8360329253411141.0,8360329253411140,2,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1,3,0,0,Mobile,0,0,USA,0.0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222ijHPTAF9wyqrvH,-1208368523_5062990097921540.0,5062990097921540,9,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,4,0,Desktop,0,0,IND,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0,1,1.0,0.0
222ijHPTAF9wyqrvH,-1208368523_5062990097921540.0,5062990097921540,9,1,1,0,0,Less,Utilitarian,Utilitarian,More,Less,1,1,4,1,Desktop,0,1,IND,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.0,0.0
222irCDa883YG8cCC,735309205_1573610748,1573610748,1,0,0,1,0,Young,Age,Age,Young,Old,1,4,0,1,,,,CAN,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222irCDa883YG8cCC,735309205_1573610748,1573610748,1,1,0,0,2,Old,Age,Age,Young,Old,1,4,0,0,,,,CAN,0.0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222j4PDaKabTiNWMT,-2105126143_3764464428.0,3764464428,6,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0,3,0,1,Desktop,0,1,FRA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222j4PDaKabTiNWMT,-2105126143_3764464428.0,3764464428,6,1,0,0,2,Fit,Fitness,Fitness,Fit,Fat,0,3,0,0,Desktop,0,0,FRA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0.0,1.0
222jD8F8SjQxQCoxN,-1269155830_1016260670,1016260670,13,0,0,1,0,Rand,Random,Random,,,,2,3,1,Mobile,0,0,RUS,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222jD8F8SjQxQCoxN,-1269155830_1016260670,1016260670,13,1,0,0,2,Rand,Random,Random,,,,5,3,0,Mobile,0,1,RUS,0.0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222jDBJFT2mQia8Nj,-76338667_6451114551484027.0,6451114551484030,12,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,1,0,Mobile,0,1,CAN,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1.0,0.0
222jDBJFT2mQia8Nj,-76338667_6451114551484027.0,6451114551484030,12,1,0,0,0,Less,Utilitarian,Utilitarian,More,Less,1,4,1,1,Mobile,0,0,CAN,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1.0,0.0
222jPXHJEWWjxHxgM,-326114801_9945560461119218.0,9945560461119220,7,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0,3,0,0,Mobile,0,1,FRA,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222jPXHJEWWjxHxgM,-326114801_9945560461119218.0,9945560461119220,7,1,1,0,1,Fit,Fitness,Fitness,Fit,Fat,0,3,0,1,Mobile,0,0,FRA,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1.0,0.0
222jc8QEnpn7JY5xh,-1776519460_4307308900611943.0,4307308900611940,13,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0,1,0,0,Mobile,0,0,TWN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.5,0.5
222jc8QEnpn7JY5xh,-1776519460_4307308900611943.0,4307308900611940,13,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0,1,0,1,Mobile,0,1,TWN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0.5,0.5
222jdoBmJP2wSPqcf,563256744_8083725139693279.0,8083725139693280,1,0,1,0,1,Rand,Fitness,Random,,,,1,0,0,Desktop,0,1,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.0,0.0
222jdoBmJP2wSPqcf,563256744_8083725139693279.0,8083725139693280,1,1,1,0,2,Rand,Fitness,Random,,,,1,0,1,Desktop,0,0,BRA,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222jfxLaDi8nWBeiH,-362034014_2267667760.0,2267667760,9,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0,5,0,1,Desktop,0,1,HUN,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0
222jfxLaDi8nWBeiH,-362034014_2267667760.0,2267667760,9,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0,5,0,0,Desktop,0,0,HUN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,0.0,1.0
222jhd8yEKXJc3EsZ,713958586_944956750,944956750,6,0,0,0,2,Young,Age,Age,Young,Old,1,1,0,1,Desktop,0,1,IDN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.5,0.5
222jhd8yEKXJc3EsZ,713958586_944956750,944956750,6,1,0,1,0,Old,Age,Age,Young,Old,1,1,0,0,Desktop,0,0,IDN,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.5,0.5
222k35quSP4E3WErX,-2028826305_115062343735815.0,115062343735815,2,0,0,1,0,High,Social Status,Social Status,High,Low,1,3,0,0,Desktop,0,1,VEN,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1.0,0.0
222k35quSP4E3WErX,-2028826305_115062343735815.0,115062343735815,2,1,0,0,2,Low,Social Status,Social Status,High,Low,1,3,0,1,Desktop,0,0,VEN,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222kKksjSZChMSPEF,-1174672271_4925868130563193.0,4925868130563190,7,0,1,0,2,Male,Gender,Gender,Male,Female,1,2,0,0,Desktop,1,0,DEU,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.0,0.0
222kKksjSZChMSPEF,-1174672271_4925868130563193.0,4925868130563190,7,1,1,0,1,Female,Gender,Gender,Male,Female,1,2,0,1,Desktop,1,1,DEU,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.0,0.0
222kTshxRxE5DiGui,-608974545_3220567598.0,3220567598,8,0,1,0,2,Male,Gender,Gender,Male,Female,1,4,0,0,,,,HUN,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1.0,0.0
222kTshxRxE5DiGui,-608974545_3220567598.0,3220567598,8,1,1,0,1,Female,Gender,Gender,Male,Female,1,4,0,1,,,,HUN,0.0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1.0,0.0
222kYQ7AcWoLXYDn7,-663494115_975249045830903.0,975249045830903,9,0,0,0,2,Hoomans,Species,Species,Hoomans,Pets,1,5,0,1,Desktop,0,0,ESP,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0.0,1.0
222kYQ7AcWoLXYDn7,-663494115_975249045830903.0,975249045830903,9,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1,5,0,0,Desktop,0,1,ESP,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0.0,1.0
222m7kgxgfqxHKGk4,271685792_8691596159091954.0,8691596159091950,11,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,2,1,Desktop,0,0,CAN,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0.0,1.0
222m7kgxgfqxHKGk4,271685792_8691596159091954.0,8691596159091950,11,1,0,1,0,Less,Utilitarian,Utilitarian,More,Less,1,3,2,0,Desktop,0,1,CAN,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,1.0
222miSeJj88gsScz4,-855949150_5685080408234384.0,5685080408234380,11,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1,1,0,1,Desktop,0,0,USA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1.0
222miSeJj88gsScz4,-855949150_5685080408234384.0,5685080408234380,11,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1,1,0,0,Desktop,0,1,USA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0.0,1.0
222mjn47a58up7gXS,483061548_9474871472190278.0,9474871472190280,6,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0,3,0,0,Desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222mjn47a58up7gXS,483061548_9474871472190278.0,9474871472190280,6,1,1,0,1,Fit,Fitness,Fitness,Fit,Fat,0,3,0,1,Desktop,1,1,JPN,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1.0,0.0
222mxpLhSCCTHJFwZ,-1110496511_3554433542303741.0,3554433542303740,5,0,1,0,2,Old,Age,Age,Young,Old,0,3,0,0,Mobile,0,1,NLD,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222mxpLhSCCTHJFwZ,-1110496511_3554433542303741.0,3554433542303740,5,1,1,0,1,Young,Age,Age,Young,Old,0,3,0,1,Mobile,0,0,NLD,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222nXvJbgskDwC9AQ,-1332809300_8398486853060885.0,8398486853060890,3,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1,3,0,0,Desktop,1,1,DEU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1.0,0.0
222nXvJbgskDwC9AQ,-1332809300_8398486853060885.0,8398486853060890,3,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1,3,0,1,Desktop,1,0,DEU,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222nbHYypp6po32go,-2053961522_2543545794705459.0,2543545794705460,2,0,1,0,1,Hoomans,Species,Species,Hoomans,Pets,1,2,0,0,Desktop,0,1,USA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
222nbHYypp6po32go,-2053961522_2543545794705459.0,2543545794705460,2,1,1,0,2,Pets,Species,Species,Hoomans,Pets,1,2,0,1,Desktop,0,0,USA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1.0,0.0
222nc2xhAr7ontwmJ,1344209640_8314215630889135.0,8314215630889140,10,0,0,1,0,Male,Gender,Gender,Male,Female,1,2,0,1,Mobile,0,1,POL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0.0,1.0
222nc2xhAr7ontwmJ,1344209640_8314215630889135.0,8314215630889140,10,1,0,0,1,Female,Gender,Gender,Male,Female,1,2,0,0,Mobile,0,0,POL,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.0,1.0
222ngbDMq4q2LSk3o,-998382011_4293032124.0,4293032124,8,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0,2,0,1,Desktop,1,1,FIN,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1.0
222ngbDMq4q2LSk3o,-998382011_4293032124.0,4293032124,8,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0,2,0,0,Desktop,1,0,FIN,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0.0,1.0
222nu28ShCWCfPxT4,-1461948457_1079805498886741.0,1079805498886740,1,0,1,0,2,Old,Age,Age,Young,Old,0,2,0,0,Desktop,0,1,NLD,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0
